age,experience,education_level,current_salary,target
58.0276,23.0974,3.0,76165.426,1
45.1717,5.2855,5.0,27301.6676,0
57.3385,24.028,2.0,89412.47,1
60.2178,22.4093,4.0,92921.5062,1
40.5257,15.9854,4.0,54449.2141,1
34.8451,4.6538,2.0,35336.7017,0
53.1225,27.6334,2.0,102924.4172,1
58.438,30.1351,1.0,85962.5637,1
46.7876,14.9352,1.0,63513.3163,1
20.4234,0.0,4.0,43138.9947,1
51.3388,24.9241,2.0,113257.7749,1
53.3992,12.8916,2.0,59687.0983,1
39.2633,3.4004,4.0,50935.8434,0
62.4322,35.5627,1.0,85021.3622,1
21.6165,0.9179,2.0,37534.5717,0
43.4474,12.5746,2.0,66577.6597,1
55.6935,27.2165,3.0,83001.2164,1
57.5697,31.3234,4.0,105387.8922,1
35.4794,7.5029,2.0,60407.0294,1
63.7407,26.5791,2.0,80119.7884,1
27.6423,2.1721,3.0,28595.7176,1
61.7602,28.1148,2.0,111338.4637,1
48.4205,16.1394,5.0,105759.1517,1
40.5121,11.2811,1.0,32960.8655,0
22.3466,6.3466,5.0,63403.9712,0
49.822,21.9219,1.0,73816.4376,1
49.338,13.5916,4.0,73293.624,0
22.1171,6.1171,4.0,56783.6205,0
52.2445,13.9498,5.0,75189.6692,1
63.1245,19.1813,4.0,73128.2116,1
53.4965,24.6858,4.0,96404.3494,1
52.7732,28.1878,2.0,90975.9106,1
48.7292,23.1411,4.0,85804.379,0
46.1479,11.8154,3.0,60353.6412,0
23.6204,0.0,3.0,28694.6374,0
30.8155,4.5542,4.0,47198.4058,1
27.1093,0.0,5.0,34739.7745,0
50.2159,13.8533,3.0,77829.0541,1
40.7903,7.8569,1.0,63735.2212,0
62.7673,23.4581,5.0,89770.2692,1
24.1679,5.9756,3.0,47243.5485,0
32.3202,5.5894,1.0,36857.5209,0
21.6944,0.0,1.0,12000.0,0
45.8793,18.3628,4.0,57791.9243,1
61.2446,31.1123,2.0,113614.2821,1
34.5536,5.1706,5.0,72238.2673,0
42.8554,12.3747,2.0,44847.1783,0
51.2645,23.0062,3.0,101135.8842,0
37.9323,6.5793,3.0,40878.7758,0
19.9086,0.0,3.0,30998.8715,0
28.6161,0.0,4.0,51307.9716,0
64.94,32.0186,4.0,110442.9435,1
50.6667,28.4566,2.0,79542.7145,1
57.3911,17.236,4.0,77016.9275,1
36.8111,4.2131,4.0,49742.0731,0
28.8486,5.6201,2.0,41662.9012,0
46.4154,15.684,5.0,75977.2727,1
49.1184,11.0613,4.0,67709.3514,0
64.5634,32.4094,4.0,99603.8184,1
32.2431,8.6301,2.0,44153.7761,0
49.0237,16.9863,4.0,57571.9716,1
49.7949,26.4086,3.0,81957.0206,1
19.2643,1.433,1.0,23846.8226,0
32.6687,8.929,1.0,44944.9791,0
39.6627,16.7821,4.0,64799.7376,1
44.9093,16.0771,4.0,53391.6778,1
46.8969,14.5691,4.0,80546.9863,1
31.9741,4.49,5.0,64803.4207,1
33.8314,16.387,4.0,72248.668,1
49.1825,14.4817,3.0,50451.4002,1
18.8744,0.0,5.0,27248.1805,0
56.0199,23.0568,4.0,97260.0684,1
53.0824,23.2809,4.0,66743.3464,1
48.364,23.723,3.0,84858.7757,1
32.5954,0.0,4.0,35100.2285,0
48.9575,22.2154,2.0,81976.3794,1
32.7535,7.2259,4.0,64285.056,0
29.0939,10.6512,5.0,81943.6501,0
29.835,8.29,1.0,43046.253,0
61.9685,20.1145,2.0,70898.4765,1
41.0469,5.4565,3.0,61805.6183,1
40.3354,21.481,3.0,71612.2339,1
62.2199,25.876,2.0,70354.0646,1
43.1408,5.3445,2.0,30926.6306,0
22.2418,1.7256,2.0,25732.9277,0
55.0979,31.8391,3.0,110907.8177,1
51.7171,27.7536,2.0,80787.3431,1
39.3033,7.1942,1.0,30779.8948,1
27.4035,1.7408,1.0,44467.0717,0
50.2304,13.202,3.0,69365.3534,1
31.2445,10.6201,4.0,75317.8559,0
48.414,30.5446,2.0,101700.2307,1
38.1585,11.5019,3.0,56500.5302,0
56.8811,23.7776,4.0,92215.8363,1
41.2259,20.3068,5.0,99663.9998,1
19.3523,0.904,3.0,21885.8232,0
40.0374,21.9687,4.0,73729.7233,1
20.7614,0.0,3.0,22041.8931,0
51.3496,21.3145,5.0,86279.9496,1
45.2829,25.8977,3.0,76155.435,1
38.3477,11.4984,2.0,64069.8984,0
30.3712,9.9372,3.0,51030.1192,0
44.1167,21.9674,4.0,64251.7804,1
38.5122,12.7215,4.0,51078.3259,0
58.7433,27.9724,3.0,88883.1734,1
45.4267,26.8677,1.0,96271.4163,1
59.7063,34.3113,1.0,106386.058,1
57.0429,22.8611,4.0,118684.1905,1
62.6921,25.7679,5.0,115063.9662,1
43.7163,24.0394,5.0,102987.4981,1
58.0603,30.3047,3.0,115859.009,1
61.3199,36.5386,5.0,106328.1225,1
40.3927,8.5983,4.0,57518.2694,1
39.7857,13.4239,2.0,53803.5279,1
40.0063,20.5505,3.0,79998.7427,1
20.2432,0.0,1.0,17200.7596,0
56.2028,20.7067,5.0,93232.2582,1
37.5638,2.2082,3.0,30022.8964,0
61.1513,29.4058,1.0,97181.3942,1
23.4839,4.745,2.0,31050.0873,0
32.2316,9.9351,4.0,42660.7609,0
26.8464,10.8464,1.0,35134.3437,0
26.973,1.8961,4.0,50353.3737,0
18.9225,0.0,4.0,35494.0518,1
47.6293,15.3774,4.0,53199.4042,1
45.7788,22.4896,5.0,107667.5675,1
45.091,13.0454,4.0,66926.1878,1
25.5827,0.0,2.0,18896.0412,0
58.1123,24.8303,3.0,82179.0505,1
40.1993,10.5832,2.0,54361.566,1
46.4702,21.6294,4.0,78590.6397,1
25.4545,3.6128,5.0,38181.3853,0
30.1176,3.4273,1.0,45459.4964,0
22.8947,0.0,1.0,28316.7468,0
46.6969,20.1193,5.0,53043.8781,1
31.7298,0.0,4.0,47660.9688,0
23.7802,5.0595,1.0,57782.7755,0
53.4777,22.6,3.0,72293.7066,1
38.1547,20.5581,5.0,73666.0497,1
62.3512,29.5907,1.0,83783.1756,1
61.3584,31.9962,5.0,138019.6279,1
32.7437,0.0,3.0,47105.4389,0
27.6413,0.0,4.0,40718.7895,0
19.7376,0.1679,3.0,26028.13,0
42.0486,12.7646,2.0,64283.0486,1
37.8691,20.4819,5.0,64896.6178,1
48.5952,22.008,1.0,83713.445,1
47.504,17.9348,5.0,72542.5675,1
24.5787,0.0,1.0,39108.6238,0
56.9366,26.8229,1.0,72267.095,1
36.9294,2.9768,3.0,43114.7226,0
37.5954,0.4093,2.0,43935.7057,0
23.5487,2.3793,2.0,47478.2442,0
44.8729,13.5368,1.0,49161.0605,1
